label,mechanism,speedup_pct,speedup_ci_low_pct,speedup_ci_high_pct,max_resident_change_pct,max_resident_ci_low_pct,max_resident_ci_high_pct
UniAlloc selective THP,selective-thp,10.371285818743637,6.719364075301046,14.0539495037317,0.33429576289283336,0.30942417511660775,0.3578655426423316
mimalloc global THP,process-wide-thp,7.415149881593197,3.7539644419753744,9.726468814299675,0.8419203935591035,0.8416183120534249,0.8421860252623814
jemalloc allocator THP,allocator-wide-thp,4.509060604876791,-0.7009096959715172,8.318768799705431,0.7889923085661499,0.6587130621150356,0.9031845371769559
gperftools HugeTLB,explicit-hugetlb,36.99719235814429,36.022824405799945,37.908109117372334,0.5499521270821539,0.41824275221612195,0.7005176216354086
snmalloc OS eligibility,os-eligibility,-1.5300671446998093,-3.3079850104057145,-0.009614319893474993,-0.00026163788607869165,-0.002803368554065433,0.002242772414416394
