comparison_group,comparison_family,population,metric,aggregation_level,variant_id,variant_label,reference_variant_id,target_id,unit_id,family,round,ratio,eligible_for_headline,diagnostic_only,source_artifact
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,async_service_direct,,1,1.123977803738318,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,async_service_direct,,2,1.1334750421461555,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,async_service_direct,,3,1.151673640167364,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,async_web_service_direct,,1,1.1501283957291526,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,async_web_service_direct,,2,1.1640967066438226,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,async_web_service_direct,,3,1.1301664982179902,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,compression_gzip,,1,0.9958607677794462,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,compression_gzip,,2,0.9870067464970111,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,compression_gzip,,3,0.994707148258012,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,get_body_async_burst,,1,1.0100757913508693,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,get_body_async_burst,,2,0.9699991403765152,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,get_body_async_burst,,3,1.0226126126126127,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,router_actix,,1,1.1315241144483408,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,router_actix,,2,1.1184223918575065,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,actix_web,router_actix,,3,1.1405624550959665,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,binary_heap_push,,1,1.0558986881565033,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,binary_heap_push,,2,1.0031438524531113,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,binary_heap_push,,3,1.0694700109211652,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,btree_set_clone_remove,,1,1.1133417280550666,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,btree_set_clone_remove,,2,1.1042447941726752,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,btree_set_clone_remove,,3,1.0516408455440043,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,slice_random_inserts,,1,1.0235658260349618,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,slice_random_inserts,,2,1.0236545138888888,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,slice_random_inserts,,3,1.0271210545183147,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,vec_deque_grow_1025,,1,1.0260525325763534,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,vec_deque_grow_1025,,2,1.0281121756861675,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,vec_deque_grow_1025,,3,1.005993361460818,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,vec_in_place_collect_droppable,,1,1.0077066247891584,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,vec_in_place_collect_droppable,,2,0.9974214296579049,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,collections,vec_in_place_collect_droppable,,3,0.9975566608181199,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,cli_issue_141_t1,,1,1.0223371653488518,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,cli_issue_141_t1,,2,1.0067390000413434,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,cli_issue_141_t1,,3,1.0159817405054485,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,cli_issue_141_t4,,1,1.0256256865471562,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,cli_issue_141_t4,,2,1.0126649818907945,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,cli_issue_141_t4,,3,1.040490025694339,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,filters_8bit_filter_0,,1,1.076923929672084,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,filters_8bit_filter_0,,2,1.1061198463390256,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,filters_8bit_filter_0,,3,1.0640919288776758,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,filters_entropy,,1,1.0205596794289915,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,filters_entropy,,2,1.005062562028417,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,filters_entropy,,3,1.0083257886790582,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,reductions_rgba_to_palette_8,,1,0.9591278633244409,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,reductions_rgba_to_palette_8,,2,0.9584440811436288,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,oxipng,reductions_rgba_to_palette_8,,3,0.97527858349025,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,csv_scan,,1,0.862911232407431,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,csv_scan,,2,0.8618428206076663,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,csv_scan,,3,0.8646116361044531,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,filter_retain,,1,0.8797151423008982,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,filter_retain,,2,0.9007449347554303,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,filter_retain,,3,0.8904035918171346,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,groupby_high_cardinality,,1,0.8971214995922534,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,groupby_high_cardinality,,2,0.9073857299036685,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,groupby_high_cardinality,,3,0.9066970387858357,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,groupby_low_cardinality,,1,0.9099988313087634,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,groupby_low_cardinality,,2,0.9210414372296084,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,groupby_low_cardinality,,3,0.9140664311363635,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,groupby_multikey,,1,0.8485879743119377,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,groupby_multikey,,2,0.8704977473438661,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,polars,groupby_multikey,,3,0.8362509271683352,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,bulk_small,,1,0.9714871573714631,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,bulk_small,,2,0.9515833617572269,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,bulk_small,,3,0.9556108613349872,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,delete_reinsert,,1,0.9402666755620139,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,delete_reinsert,,2,0.9595529042500821,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,delete_reinsert,,3,0.9634530172824628,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,large_values,,1,0.9641603442529764,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,large_values,,2,1.0046352143997133,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,large_values,,3,0.9670634477527686,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,transaction_churn,,1,0.9988754275810234,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,transaction_churn,,2,0.9796643518382222,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
baseline,allocator_baseline,macro,performance,paired_round,google_tcmalloc,Google TCMalloc,unialloc,redb,transaction_churn,,3,0.9929165863696278,True,False,/home/hanqing/alloc/UniAlloc/evaluation/raw/type-isolation-primary-v6-ce8af7b/campaigns/macro-allocator-baselines-v4/selections/69037d76c4c0c99c16eb6dc216707a763ed3a5d66872185a363ab5abcf8e30b6/summary.json
