cohort,metric,comparison,comparison_label,aggregation_level,unit_id,family,eligible_for_headline,diagnostic_only,reference_median,subject_median,ratio,observation_count,note
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::clone_10k_and_remove_all,btree,True,False,189682.8,204885.05,1.080145643147402,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::clone_10k_and_remove_all,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::clone_10k_and_remove_half,btree,True,False,119255.12,135411.42,1.1354767828836196,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::clone_10k_and_remove_half,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::difference_random_100_vs_100,btree,True,False,607.85,580.31,0.9546927695977625,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::difference_random_100_vs_100,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::difference_random_100_vs_10k,btree,True,False,1199.36,1191.57,0.9935048692636073,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::difference_random_100_vs_10k,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::difference_random_10k_vs_100,btree,True,False,42562.36,37959.91,0.8918657236111908,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::difference_random_10k_vs_100,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::difference_random_10k_vs_10k,btree,True,False,65606.79,62727.08,0.956106524949628,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::difference_random_10k_vs_10k,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::difference_staggered_100_vs_100,btree,True,False,727.91,657.08,0.9026940143699085,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::difference_staggered_100_vs_100,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::difference_staggered_100_vs_10k,btree,True,False,1549.12,1549.41,1.0001872030572196,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::difference_staggered_100_vs_10k,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::difference_staggered_10k_vs_10k,btree,True,False,68919.15,64996.05,0.9430767790955055,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::difference_staggered_10k_vs_10k,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_100_neg_vs_100_pos,btree,False,True,5.3,5.3,1.0,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_100_neg_vs_100_pos,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_100_neg_vs_10k_pos,btree,False,True,6.32,6.19,0.9794303797468354,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_100_neg_vs_10k_pos,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_100_pos_vs_100_neg,btree,False,True,5.05,5.04,0.998019801980198,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_100_pos_vs_100_neg,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_100_pos_vs_10k_neg,btree,False,True,6.11,6.12,1.0016366612111292,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_100_pos_vs_10k_neg,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_10k_neg_vs_100_pos,btree,False,True,6.6,6.09,0.9227272727272727,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_10k_neg_vs_100_pos,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_10k_neg_vs_10k_pos,btree,False,True,7.0,7.73,1.1042857142857143,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_10k_neg_vs_10k_pos,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_10k_pos_vs_100_neg,btree,False,True,6.26,5.76,0.9201277955271565,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_10k_pos_vs_100_neg,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_10k_pos_vs_10k_neg,btree,False,True,6.93,7.69,1.1096681096681098,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_10k_pos_vs_10k_neg,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_random_100_vs_100,btree,True,False,464.11,434.84,0.936933054663765,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_random_100_vs_100,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_random_100_vs_10k,btree,True,False,1212.91,1232.0,1.0157390078406476,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_random_100_vs_10k,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_random_10k_vs_100,btree,True,False,1400.69,1207.68,0.86220362821181,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_random_10k_vs_100,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_random_10k_vs_10k,btree,True,False,45619.15,40318.56,0.8838077868614386,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_random_10k_vs_10k,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_staggered_100_vs_100,btree,True,False,249.34,222.75,0.8933584663511671,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_staggered_100_vs_100,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_staggered_100_vs_10k,btree,True,False,1463.65,1528.72,1.0444573497762444,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_staggered_100_vs_10k,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::intersection_staggered_10k_vs_10k,btree,True,False,21569.1,23343.56,1.082268615751237,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::intersection_staggered_10k_vs_10k,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::is_subset_100_vs_100,btree,True,False,442.95,419.77,0.9476690371373744,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::is_subset_100_vs_100,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::is_subset_100_vs_10k,btree,True,False,1069.06,1111.07,1.0392962041419564,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::is_subset_100_vs_10k,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::is_subset_10k_vs_100,btree,False,True,1.85,1.86,1.0054054054054054,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::is_subset_10k_vs_100,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,btree::set::is_subset_10k_vs_10k,btree,True,False,43028.39,41248.26,0.9586289424261517,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,btree::set::is_subset_10k_vs_10k,btree,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,linked_list::bench_collect_into,linked_list,True,False,1156.77,572.8,0.4951719010693569,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,linked_list::bench_collect_into,linked_list,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,linked_list::bench_iter,linked_list,False,True,93.23,93.13,0.9989273838893059,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,linked_list::bench_iter,linked_list,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,linked_list::bench_iter_mut,linked_list,False,True,93.24,93.21,0.9996782496782497,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,linked_list::bench_iter_mut,linked_list,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,linked_list::bench_iter_mut_rev,linked_list,True,False,115.74,111.8,0.9659581821323656,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,linked_list::bench_iter_mut_rev,linked_list,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,linked_list::bench_iter_rev,linked_list,True,False,111.38,111.6,1.0019752199676781,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,linked_list::bench_iter_rev,linked_list,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,linked_list::bench_push_back_pop_back,linked_list,False,True,17.58,9.09,0.5170648464163823,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,linked_list::bench_push_back_pop_back,linked_list,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,linked_list::bench_push_front,linked_list,False,True,21.03,26.51,1.2605801236329053,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,linked_list::bench_push_front,linked_list,True,True,1252352.0,731136.0,0.5838103025347506,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,linked_list::bench_push_front_pop_front,linked_list,False,True,17.37,8.61,0.4956822107081174,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,linked_list::bench_push_front_pop_front,linked_list,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::concat,slice,True,False,647.94,518.62,0.800413618544927,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::concat,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::contains_last_element,slice,False,True,4.86,4.51,0.9279835390946501,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::contains_last_element,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::ends_with_diff_one_element_at_beginning,slice,False,True,2.65,2.65,1.0,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::ends_with_diff_one_element_at_beginning,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::ends_with_same_vector,slice,False,True,0.26,0.26,1.0,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::ends_with_same_vector,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::ends_with_single_element,slice,False,True,0.26,0.27,1.0384615384615385,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::ends_with_single_element,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::iterator,slice,False,True,4.24,3.51,0.8278301886792452,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::iterator,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::join,slice,True,False,702.54,609.93,0.8681783243658724,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::join,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::mut_iterator,slice,False,True,6.63,6.62,0.9984917043740573,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::mut_iterator,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::push,slice,False,True,2.34,2.38,1.017094017094017,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::push,slice,True,True,2102788.0,1856512.0,0.8828812034308737,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::random_inserts,slice,True,False,1732.18,1714.09,0.9895565126026162,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::random_inserts,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::random_removes,slice,True,False,1410.93,1369.05,0.9703174501924262,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::random_removes,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::reverse_simd_f64x4,slice,True,False,17547.29,17555.76,1.0004826956185255,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::reverse_simd_f64x4,slice,True,True,4096.0,4096.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::reverse_u128,slice,True,False,18207.84,18267.73,1.0032892424362252,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::reverse_u128,slice,True,True,4096.0,4096.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::reverse_u16,slice,True,False,24374.58,23794.86,0.9762162055715421,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::reverse_u16,slice,True,True,4096.0,4096.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::reverse_u32,slice,True,False,18591.57,17973.84,0.9667736506384346,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::reverse_u32,slice,True,True,4096.0,4096.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::reverse_u64,slice,True,False,18939.4,17937.29,0.9470886089316451,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::reverse_u64,slice,True,True,4096.0,4096.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::reverse_u8,slice,True,False,67746.29,69608.81,1.0274925756081994,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::reverse_u8,slice,True,True,4096.0,4096.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::reverse_u8x3,slice,True,False,189901.32,189929.36,1.0001476556350424,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::reverse_u8x3,slice,True,True,4096.0,4096.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by1,slice,True,False,938803.35,929382.69,0.9899652467154063,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by1,slice,True,True,44032.0,44032.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by1234577_big,slice,True,False,13032235.2,13339870.6,1.0236057280488615,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by1234577_big,slice,True,True,44032.0,44032.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by1234577_bytes,slice,True,False,1788969.4,1788595.8,0.9997911646783898,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by1234577_bytes,slice,True,True,44032.0,44032.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by1234577_strings,slice,True,False,1649885.9,1684219.9,1.0208099238862518,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by1234577_strings,slice,True,True,71000.0,119808.0,1.68743661971831,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by1234577_u64,slice,True,False,1788150.2,1785419.02,0.9984726227136849,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by1234577_u64,slice,True,True,44032.0,44032.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by9199_big,slice,True,False,4127337.7,4205493.0,1.0189360080712562,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by9199_big,slice,True,True,44032.0,44032.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by9199_bytes,slice,True,False,2795646.5,2813426.45,1.0063598706059582,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by9199_bytes,slice,True,True,44032.0,44032.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by9199_strings,slice,True,False,2874400.7,2920292.52,1.01596570025884,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by9199_strings,slice,True,True,71000.0,120832.0,1.7018591549295774,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by9199_u64,slice,True,False,2695139.2,2646452.95,0.9819355341646175,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_by9199_u64,slice,True,True,44032.0,44032.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_half,slice,True,False,877156.75,876792.0,0.999584167824052,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_half,slice,True,True,44032.0,44032.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_half_plus_one,slice,True,False,3071387.8,3045683.9,0.991631177280837,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_huge_half_plus_one,slice,True,True,44032.0,44032.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_by1,slice,True,False,849.82,857.31,1.0088136311218845,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_by1,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_by727_bytes,slice,True,False,2541.46,2544.62,1.0012433797895697,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_by727_bytes,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_by727_strings,slice,True,False,2507.17,2507.68,1.0002034166011877,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_by727_strings,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_by727_u64,slice,True,False,2526.0,2533.82,1.003095803642122,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_by727_u64,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_half,slice,True,False,1218.44,1239.75,1.0174895768359542,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_half,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_half_plus_one,slice,True,False,5042.08,4906.01,0.9730131215688764,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_medium_half_plus_one,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_tiny_by1,slice,False,True,6.65,6.93,1.0421052631578946,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_tiny_by1,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_tiny_half,slice,False,True,7.43,7.45,1.002691790040377,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_tiny_half,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::rotate_tiny_half_plus_one,slice,False,True,8.78,8.83,1.0056947608200457,3,timer-floor benchmark case excluded from the performance aggregate
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::rotate_tiny_half_plus_one,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::sort_by_cached_key_lexicographic,slice,True,False,1787666.35,855208.65,0.4783938848544081,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::sort_by_cached_key_lexicographic,slice,True,True,4096.0,4096.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::sort_by_key_lexicographic,slice,True,False,7560826.6,5266709.6,0.6965785460547396,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::sort_by_key_lexicographic,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::sort_large_ascending,slice,True,False,4300.29,7093.65,1.6495747961184013,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::sort_large_ascending,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::sort_large_big,slice,True,False,616711.6,619996.1,1.0053258281504678,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::sort_large_big,slice,True,True,7168.0,7168.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::sort_large_descending,slice,True,False,8160.8,5877.58,0.7202210567591413,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::sort_large_descending,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::sort_large_expensive,slice,True,False,9127040.4,9127198.6,1.0000173331105229,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::sort_large_expensive,slice,True,True,3072.0,4096.0,1.3333333333333333,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::sort_large_mostly_ascending,slice,True,False,154252.0,155558.62,1.0084706843347249,3,
rust_std_bench,peak_rss,jemalloc,jemalloc,benchmark_case,slice::sort_large_mostly_ascending,slice,True,True,3072.0,3072.0,1.0,3,process-observed RSS; iteration counts were not captured
rust_std_bench,performance,jemalloc,jemalloc,benchmark_case,slice::sort_large_mostly_descending,slice,True,False,163847.4,163564.77,0.9982750412884184,3,
