metric,comparison,comparison_label,aggregation_level,target_id,target_label,workload_id,rss_work_model,eligible_for_suite_headline,diagnostic_only,ratio,observation_count,note
performance,end_to_end,End to end,within_target_geometric_mean,rustpython,RustPython,,workload_native_adaptive_iterations,True,False,2.594590809176717,5,geometric mean across workload paired-run medians within target
performance,end_to_end,End to end,route_equivalent_within_target_geometric_mean,rustpython,RustPython,,workload_native_adaptive_iterations,True,False,1.0259516431069053,1,geometric mean across route-equivalent workloads within target
peak_rss,end_to_end,End to end,workload_paired_run_median,rustpython,RustPython,parse_mandelbrot,workload_native_adaptive_iterations,False,True,1.0248994445508524,5,median of five paired-run ratios
peak_rss,end_to_end,End to end,workload_paired_run_median,rustpython,RustPython,execute_mandelbrot,workload_native_adaptive_iterations,False,True,1.007574323044878,5,median of five paired-run ratios; compiler-route-equivalent
peak_rss,end_to_end,End to end,workload_paired_run_median,rustpython,RustPython,execute_nbody,workload_native_adaptive_iterations,False,True,1.0107587064676617,5,median of five paired-run ratios
peak_rss,end_to_end,End to end,workload_paired_run_median,rustpython,RustPython,execute_fannkuch,workload_native_adaptive_iterations,False,True,0.9323977870732695,5,median of five paired-run ratios
peak_rss,end_to_end,End to end,workload_paired_run_median,rustpython,RustPython,pystone_30000,workload_native_adaptive_iterations,False,True,0.9232218091697646,5,median of five paired-run ratios
peak_rss,end_to_end,End to end,within_target_geometric_mean,rustpython,RustPython,,workload_native_adaptive_iterations,False,True,0.9788195296004895,5,geometric mean across workload paired-run medians within target
performance,policy_increment,Policy increment,workload_paired_run_median,rustpython,RustPython,parse_mandelbrot,workload_native_adaptive_iterations,True,False,1.0123162211204617,5,median of five paired-run ratios
performance,policy_increment,Policy increment,workload_paired_run_median,rustpython,RustPython,execute_mandelbrot,workload_native_adaptive_iterations,True,False,0.9630841487279843,5,median of five paired-run ratios; compiler-route-equivalent
performance,policy_increment,Policy increment,workload_paired_run_median,rustpython,RustPython,execute_nbody,workload_native_adaptive_iterations,True,False,1.035647641721897,5,median of five paired-run ratios
performance,policy_increment,Policy increment,workload_paired_run_median,rustpython,RustPython,execute_fannkuch,workload_native_adaptive_iterations,True,False,1.0094785360285512,5,median of five paired-run ratios
performance,policy_increment,Policy increment,workload_paired_run_median,rustpython,RustPython,pystone_30000,workload_native_adaptive_iterations,True,False,1.0048997055576003,5,median of five paired-run ratios
performance,policy_increment,Policy increment,within_target_geometric_mean,rustpython,RustPython,,workload_native_adaptive_iterations,True,False,1.0048065372823636,5,geometric mean across workload paired-run medians within target
performance,policy_increment,Policy increment,route_equivalent_within_target_geometric_mean,rustpython,RustPython,,workload_native_adaptive_iterations,True,False,0.9630841487279843,1,geometric mean across route-equivalent workloads within target
peak_rss,policy_increment,Policy increment,workload_paired_run_median,rustpython,RustPython,parse_mandelbrot,workload_native_adaptive_iterations,False,True,1.0190439916206437,5,median of five paired-run ratios
peak_rss,policy_increment,Policy increment,workload_paired_run_median,rustpython,RustPython,execute_mandelbrot,workload_native_adaptive_iterations,False,True,0.9896849212303076,5,median of five paired-run ratios; compiler-route-equivalent
peak_rss,policy_increment,Policy increment,workload_paired_run_median,rustpython,RustPython,execute_nbody,workload_native_adaptive_iterations,False,True,0.9945719220330619,5,median of five paired-run ratios
peak_rss,policy_increment,Policy increment,workload_paired_run_median,rustpython,RustPython,execute_fannkuch,workload_native_adaptive_iterations,False,True,1.00358249419055,5,median of five paired-run ratios
peak_rss,policy_increment,Policy increment,workload_paired_run_median,rustpython,RustPython,pystone_30000,workload_native_adaptive_iterations,False,True,0.9935880451486407,5,median of five paired-run ratios
peak_rss,policy_increment,Policy increment,within_target_geometric_mean,rustpython,RustPython,,workload_native_adaptive_iterations,False,True,1.0000393819518956,5,geometric mean across workload paired-run medians within target
performance,compiler_route,Compiler route,workload_paired_run_median,actix_web,Actix Web,async_service_direct,workload_native_adaptive_iterations,True,False,53.90792291220558,5,median of five paired-run ratios
performance,compiler_route,Compiler route,workload_paired_run_median,actix_web,Actix Web,async_web_service_direct,workload_native_adaptive_iterations,True,False,3.1131658010573626,5,median of five paired-run ratios
performance,compiler_route,Compiler route,workload_paired_run_median,actix_web,Actix Web,get_body_async_burst,workload_native_adaptive_iterations,True,False,1.2079884850665707,5,median of five paired-run ratios
performance,compiler_route,Compiler route,workload_paired_run_median,actix_web,Actix Web,compression_gzip,workload_native_adaptive_iterations,True,False,1.0755888120942099,5,median of five paired-run ratios; compiler-route-equivalent
performance,compiler_route,Compiler route,workload_paired_run_median,actix_web,Actix Web,router_actix,workload_native_adaptive_iterations,True,False,1.29873043146239,5,median of five paired-run ratios
performance,compiler_route,Compiler route,within_target_geometric_mean,actix_web,Actix Web,,workload_native_adaptive_iterations,True,False,3.0932611526807015,5,geometric mean across workload paired-run medians within target
performance,compiler_route,Compiler route,route_equivalent_within_target_geometric_mean,actix_web,Actix Web,,workload_native_adaptive_iterations,True,False,1.0755888120942099,1,geometric mean across route-equivalent workloads within target
peak_rss,compiler_route,Compiler route,workload_paired_run_median,actix_web,Actix Web,async_service_direct,workload_native_adaptive_iterations,False,True,0.10666666666666667,5,median of five paired-run ratios
peak_rss,compiler_route,Compiler route,workload_paired_run_median,actix_web,Actix Web,async_web_service_direct,workload_native_adaptive_iterations,False,True,1.1512085441259134,5,median of five paired-run ratios
peak_rss,compiler_route,Compiler route,workload_paired_run_median,actix_web,Actix Web,get_body_async_burst,workload_native_adaptive_iterations,False,True,1.0434782608695652,5,median of five paired-run ratios
peak_rss,compiler_route,Compiler route,workload_paired_run_median,actix_web,Actix Web,compression_gzip,workload_native_adaptive_iterations,False,True,1.0,5,median of five paired-run ratios; compiler-route-equivalent
peak_rss,compiler_route,Compiler route,workload_paired_run_median,actix_web,Actix Web,router_actix,workload_native_adaptive_iterations,False,True,1.0666666666666667,5,median of five paired-run ratios
peak_rss,compiler_route,Compiler route,within_target_geometric_mean,actix_web,Actix Web,,workload_native_adaptive_iterations,False,True,0.6716437401919355,5,geometric mean across workload paired-run medians within target
performance,end_to_end,End to end,workload_paired_run_median,actix_web,Actix Web,async_service_direct,workload_native_adaptive_iterations,True,False,52.951281707153406,5,median of five paired-run ratios
performance,end_to_end,End to end,workload_paired_run_median,actix_web,Actix Web,async_web_service_direct,workload_native_adaptive_iterations,True,False,3.1597378321463214,5,median of five paired-run ratios
performance,end_to_end,End to end,workload_paired_run_median,actix_web,Actix Web,get_body_async_burst,workload_native_adaptive_iterations,True,False,1.2640825937330196,5,median of five paired-run ratios
performance,end_to_end,End to end,workload_paired_run_median,actix_web,Actix Web,compression_gzip,workload_native_adaptive_iterations,True,False,1.0882677945435149,5,median of five paired-run ratios; compiler-route-equivalent
performance,end_to_end,End to end,workload_paired_run_median,actix_web,Actix Web,router_actix,workload_native_adaptive_iterations,True,False,1.2856592135697764,5,median of five paired-run ratios
performance,end_to_end,End to end,within_target_geometric_mean,actix_web,Actix Web,,workload_native_adaptive_iterations,True,False,3.1205627810195917,5,geometric mean across workload paired-run medians within target
performance,end_to_end,End to end,route_equivalent_within_target_geometric_mean,actix_web,Actix Web,,workload_native_adaptive_iterations,True,False,1.0882677945435149,1,geometric mean across route-equivalent workloads within target
peak_rss,end_to_end,End to end,workload_paired_run_median,actix_web,Actix Web,async_service_direct,workload_native_adaptive_iterations,False,True,0.10650887573964497,5,median of five paired-run ratios
peak_rss,end_to_end,End to end,workload_paired_run_median,actix_web,Actix Web,async_web_service_direct,workload_native_adaptive_iterations,False,True,1.0714285714285714,5,median of five paired-run ratios
peak_rss,end_to_end,End to end,workload_paired_run_median,actix_web,Actix Web,get_body_async_burst,workload_native_adaptive_iterations,False,True,1.0,5,median of five paired-run ratios
peak_rss,end_to_end,End to end,workload_paired_run_median,actix_web,Actix Web,compression_gzip,workload_native_adaptive_iterations,False,True,1.0,5,median of five paired-run ratios; compiler-route-equivalent
peak_rss,end_to_end,End to end,workload_paired_run_median,actix_web,Actix Web,router_actix,workload_native_adaptive_iterations,False,True,1.0588235294117647,5,median of five paired-run ratios
peak_rss,end_to_end,End to end,within_target_geometric_mean,actix_web,Actix Web,,workload_native_adaptive_iterations,False,True,0.6552914802357916,5,geometric mean across workload paired-run medians within target
performance,policy_increment,Policy increment,workload_paired_run_median,actix_web,Actix Web,async_service_direct,workload_native_adaptive_iterations,True,False,0.9859226572732938,5,median of five paired-run ratios
performance,policy_increment,Policy increment,workload_paired_run_median,actix_web,Actix Web,async_web_service_direct,workload_native_adaptive_iterations,True,False,1.0211230149684674,5,median of five paired-run ratios
performance,policy_increment,Policy increment,workload_paired_run_median,actix_web,Actix Web,get_body_async_burst,workload_native_adaptive_iterations,True,False,1.049492385786802,5,median of five paired-run ratios
performance,policy_increment,Policy increment,workload_paired_run_median,actix_web,Actix Web,compression_gzip,workload_native_adaptive_iterations,True,False,1.009187304172346,5,median of five paired-run ratios; compiler-route-equivalent
performance,policy_increment,Policy increment,workload_paired_run_median,actix_web,Actix Web,router_actix,workload_native_adaptive_iterations,True,False,0.9855929072774289,5,median of five paired-run ratios
performance,policy_increment,Policy increment,within_target_geometric_mean,actix_web,Actix Web,,workload_native_adaptive_iterations,True,False,1.009982643156386,5,geometric mean across workload paired-run medians within target
performance,policy_increment,Policy increment,route_equivalent_within_target_geometric_mean,actix_web,Actix Web,,workload_native_adaptive_iterations,True,False,1.009187304172346,1,geometric mean across route-equivalent workloads within target
peak_rss,policy_increment,Policy increment,workload_paired_run_median,actix_web,Actix Web,async_service_direct,workload_native_adaptive_iterations,False,True,1.0159290084330044,5,median of five paired-run ratios
peak_rss,policy_increment,Policy increment,workload_paired_run_median,actix_web,Actix Web,async_web_service_direct,workload_native_adaptive_iterations,False,True,1.0836860957342884,5,median of five paired-run ratios
peak_rss,policy_increment,Policy increment,workload_paired_run_median,actix_web,Actix Web,get_body_async_burst,workload_native_adaptive_iterations,False,True,0.9583333333333334,5,median of five paired-run ratios
peak_rss,policy_increment,Policy increment,workload_paired_run_median,actix_web,Actix Web,compression_gzip,workload_native_adaptive_iterations,False,True,1.0,5,median of five paired-run ratios; compiler-route-equivalent
peak_rss,policy_increment,Policy increment,workload_paired_run_median,actix_web,Actix Web,router_actix,workload_native_adaptive_iterations,False,True,1.0,5,median of five paired-run ratios
peak_rss,policy_increment,Policy increment,within_target_geometric_mean,actix_web,Actix Web,,workload_native_adaptive_iterations,False,True,1.0107801192852999,5,geometric mean across workload paired-run medians within target
performance,compiler_route,Compiler route,across_target_geometric_mean,all_real_world_targets,Across-target geometric mean,,mixed,True,False,2.565237547575722,6,unweighted geometric mean of within-target geometric means
peak_rss,compiler_route,Compiler route,across_target_geometric_mean,fixed_work_targets,Across-target geometric mean,,fixed_work,True,False,1.0328559659160792,3,unweighted geometric mean of within-target geometric means
performance,compiler_route,Compiler route,route_equivalent_across_target_geometric_mean,route_equivalent_real_world_targets,Route-equivalent across-target geometric mean,,mixed,True,False,1.0435212852959215,5,unweighted geometric mean of route-equivalent within-target geometric means
performance,end_to_end,End to end,across_target_geometric_mean,all_real_world_targets,Across-target geometric mean,,mixed,True,False,2.5770294598455306,6,unweighted geometric mean of within-target geometric means
peak_rss,end_to_end,End to end,across_target_geometric_mean,fixed_work_targets,Across-target geometric mean,,fixed_work,True,False,1.0034222896941378,3,unweighted geometric mean of within-target geometric means
performance,end_to_end,End to end,route_equivalent_across_target_geometric_mean,route_equivalent_real_world_targets,Route-equivalent across-target geometric mean,,mixed,True,False,1.0421231954379255,5,unweighted geometric mean of route-equivalent within-target geometric means
performance,policy_increment,Policy increment,across_target_geometric_mean,all_real_world_targets,Across-target geometric mean,,mixed,True,False,1.0054108472765604,6,unweighted geometric mean of within-target geometric means
peak_rss,policy_increment,Policy increment,across_target_geometric_mean,fixed_work_targets,Across-target geometric mean,,fixed_work,True,False,1.0005703933484715,3,unweighted geometric mean of within-target geometric means
performance,policy_increment,Policy increment,route_equivalent_across_target_geometric_mean,route_equivalent_real_world_targets,Route-equivalent across-target geometric mean,,mixed,True,False,0.9967802879157435,5,unweighted geometric mean of route-equivalent within-target geometric means
