variant,allocator,feature,allocator_label,benchmark,robustness_selected,sample_index,measured_round,sample_ns_per_iter,cell_median_ns_per_iter,cell_mad_ns_per_iter,cell_min_ns_per_iter,cell_max_ns_per_iter,cell_median_ratio_vs_unialloc,aggregate_geomean_median_ratio_vs_unialloc,robust_geomean_median_ratio_vs_unialloc
bench_scudo,scudo,bench_scudo,Scudo,vec::bench_from_elem_1000,true,2,2,153.31999999999999,153.31999999999999,0.01999999999998181,153.30000000000001,153.61000000000001,1.0125478800686831,0.89677931758908924,0.89677931758908924
bench_scudo,scudo,bench_scudo,Scudo,vec::bench_from_elem_1000,true,3,3,153.61000000000001,153.31999999999999,0.01999999999998181,153.30000000000001,153.61000000000001,1.0125478800686831,0.89677931758908924,0.89677931758908924
bench_ourself,unialloc,bench_ourself,UniAlloc,vec::bench_extend_1000_1000,true,1,1,638.29999999999995,638.29999999999995,1.4199999999999591,636.88,668.71000000000004,1,1,1
bench_ourself,unialloc,bench_ourself,UniAlloc,vec::bench_extend_1000_1000,true,2,2,636.88,638.29999999999995,1.4199999999999591,636.88,668.71000000000004,1,1,1
bench_ourself,unialloc,bench_ourself,UniAlloc,vec::bench_extend_1000_1000,true,3,3,668.71000000000004,638.29999999999995,1.4199999999999591,636.88,668.71000000000004,1,1,1
bench_ptmalloc,ptmalloc,bench_ptmalloc,ptmalloc,vec::bench_extend_1000_1000,true,1,1,469.87,469.87,0,469.87,470.16000000000003,0.7361272129092904,0.81232787988481392,0.81232787988481392
bench_ptmalloc,ptmalloc,bench_ptmalloc,ptmalloc,vec::bench_extend_1000_1000,true,2,2,470.16000000000003,469.87,0,469.87,470.16000000000003,0.7361272129092904,0.81232787988481392,0.81232787988481392
bench_ptmalloc,ptmalloc,bench_ptmalloc,ptmalloc,vec::bench_extend_1000_1000,true,3,3,469.87,469.87,0,469.87,470.16000000000003,0.7361272129092904,0.81232787988481392,0.81232787988481392
bench_jemalloc,jemalloc,bench_jemalloc,jemalloc,vec::bench_extend_1000_1000,true,1,1,425.08999999999997,486.64999999999998,37.07000000000005,425.08999999999997,523.72000000000003,0.7624157919473602,0.81557727656763457,0.81557727656763457
bench_jemalloc,jemalloc,bench_jemalloc,jemalloc,vec::bench_extend_1000_1000,true,2,2,486.64999999999998,486.64999999999998,37.07000000000005,425.08999999999997,523.72000000000003,0.7624157919473602,0.81557727656763457,0.81557727656763457
bench_jemalloc,jemalloc,bench_jemalloc,jemalloc,vec::bench_extend_1000_1000,true,3,3,523.72000000000003,486.64999999999998,37.07000000000005,425.08999999999997,523.72000000000003,0.7624157919473602,0.81557727656763457,0.81557727656763457
bench_mimalloc,mimalloc,bench_mimalloc,mimalloc,vec::bench_extend_1000_1000,true,1,1,443.38,439.44999999999999,1.5199999999999818,437.93000000000001,443.38,0.68846937176876077,0.77215917526012701,0.77215917526012701
bench_mimalloc,mimalloc,bench_mimalloc,mimalloc,vec::bench_extend_1000_1000,true,2,2,437.93000000000001,439.44999999999999,1.5199999999999818,437.93000000000001,443.38,0.68846937176876077,0.77215917526012701,0.77215917526012701
bench_mimalloc,mimalloc,bench_mimalloc,mimalloc,vec::bench_extend_1000_1000,true,3,3,439.44999999999999,439.44999999999999,1.5199999999999818,437.93000000000001,443.38,0.68846937176876077,0.77215917526012701,0.77215917526012701
bench_tcmalloc,tcmalloc,bench_tcmalloc,TCMalloc,vec::bench_extend_1000_1000,true,1,1,414.42000000000002,414.42000000000002,2.0500000000000114,412.37,419.25999999999999,0.64925583581388069,0.76406462127847108,0.76406462127847108
bench_tcmalloc,tcmalloc,bench_tcmalloc,TCMalloc,vec::bench_extend_1000_1000,true,2,2,419.25999999999999,414.42000000000002,2.0500000000000114,412.37,419.25999999999999,0.64925583581388069,0.76406462127847108,0.76406462127847108
bench_tcmalloc,tcmalloc,bench_tcmalloc,TCMalloc,vec::bench_extend_1000_1000,true,3,3,412.37,414.42000000000002,2.0500000000000114,412.37,419.25999999999999,0.64925583581388069,0.76406462127847108,0.76406462127847108
bench_snmalloc,snmalloc,bench_snmalloc,snmalloc,vec::bench_extend_1000_1000,true,1,1,495.94,500.07999999999998,0.090000000000031832,495.94,500.17000000000002,0.78345605514648287,0.79324362672494542,0.79324362672494542
bench_snmalloc,snmalloc,bench_snmalloc,snmalloc,vec::bench_extend_1000_1000,true,2,2,500.17000000000002,500.07999999999998,0.090000000000031832,495.94,500.17000000000002,0.78345605514648287,0.79324362672494542,0.79324362672494542
bench_snmalloc,snmalloc,bench_snmalloc,snmalloc,vec::bench_extend_1000_1000,true,3,3,500.07999999999998,500.07999999999998,0.090000000000031832,495.94,500.17000000000002,0.78345605514648287,0.79324362672494542,0.79324362672494542
bench_scudo,scudo,bench_scudo,Scudo,vec::bench_extend_1000_1000,true,1,1,492.25,503.85000000000002,2.339999999999975,492.25,506.19,0.78936236879210409,0.89677931758908924,0.89677931758908924
bench_scudo,scudo,bench_scudo,Scudo,vec::bench_extend_1000_1000,true,2,2,506.19,503.85000000000002,2.339999999999975,492.25,506.19,0.78936236879210409,0.89677931758908924,0.89677931758908924
bench_scudo,scudo,bench_scudo,Scudo,vec::bench_extend_1000_1000,true,3,3,503.85000000000002,503.85000000000002,2.339999999999975,492.25,506.19,0.78936236879210409,0.89677931758908924,0.89677931758908924
bench_ourself,unialloc,bench_ourself,UniAlloc,vec_deque::bench_grow_1025,true,1,1,1189.8,1192.04,2.2400000000000091,1189.8,1208.29,1,1,1
bench_ourself,unialloc,bench_ourself,UniAlloc,vec_deque::bench_grow_1025,true,2,2,1192.04,1192.04,2.2400000000000091,1189.8,1208.29,1,1,1
bench_ourself,unialloc,bench_ourself,UniAlloc,vec_deque::bench_grow_1025,true,3,3,1208.29,1192.04,2.2400000000000091,1189.8,1208.29,1,1,1
bench_ptmalloc,ptmalloc,bench_ptmalloc,ptmalloc,vec_deque::bench_grow_1025,true,1,1,1075.8,1080.79,0.80999999999994543,1075.8,1081.5999999999999,0.90667259487936647,0.81232787988481392,0.81232787988481392
bench_ptmalloc,ptmalloc,bench_ptmalloc,ptmalloc,vec_deque::bench_grow_1025,true,2,2,1080.79,1080.79,0.80999999999994543,1075.8,1081.5999999999999,0.90667259487936647,0.81232787988481392,0.81232787988481392
bench_ptmalloc,ptmalloc,bench_ptmalloc,ptmalloc,vec_deque::bench_grow_1025,true,3,3,1081.5999999999999,1080.79,0.80999999999994543,1075.8,1081.5999999999999,0.90667259487936647,0.81232787988481392,0.81232787988481392
bench_jemalloc,jemalloc,bench_jemalloc,jemalloc,vec_deque::bench_grow_1025,true,1,1,1142.52,1142.52,0.43000000000006366,1142.0899999999999,1176.28,0.95845776987349418,0.81557727656763457,0.81557727656763457
bench_jemalloc,jemalloc,bench_jemalloc,jemalloc,vec_deque::bench_grow_1025,true,2,2,1176.28,1142.52,0.43000000000006366,1142.0899999999999,1176.28,0.95845776987349418,0.81557727656763457,0.81557727656763457
bench_jemalloc,jemalloc,bench_jemalloc,jemalloc,vec_deque::bench_grow_1025,true,3,3,1142.0899999999999,1142.52,0.43000000000006366,1142.0899999999999,1176.28,0.95845776987349418,0.81557727656763457,0.81557727656763457
bench_mimalloc,mimalloc,bench_mimalloc,mimalloc,vec_deque::bench_grow_1025,true,1,1,1109.6600000000001,1111.0599999999999,1.3999999999998636,1109.6600000000001,1114.1099999999999,0.93206603805241428,0.77215917526012701,0.77215917526012701
bench_mimalloc,mimalloc,bench_mimalloc,mimalloc,vec_deque::bench_grow_1025,true,2,2,1114.1099999999999,1111.0599999999999,1.3999999999998636,1109.6600000000001,1114.1099999999999,0.93206603805241428,0.77215917526012701,0.77215917526012701
bench_mimalloc,mimalloc,bench_mimalloc,mimalloc,vec_deque::bench_grow_1025,true,3,3,1111.0599999999999,1111.0599999999999,1.3999999999998636,1109.6600000000001,1114.1099999999999,0.93206603805241428,0.77215917526012701,0.77215917526012701
bench_tcmalloc,tcmalloc,bench_tcmalloc,TCMalloc,vec_deque::bench_grow_1025,true,1,1,1067.01,1067.01,1.3299999999999272,1065.6800000000001,1081.1800000000001,0.89511258011476125,0.76406462127847108,0.76406462127847108
bench_tcmalloc,tcmalloc,bench_tcmalloc,TCMalloc,vec_deque::bench_grow_1025,true,2,2,1065.6800000000001,1067.01,1.3299999999999272,1065.6800000000001,1081.1800000000001,0.89511258011476125,0.76406462127847108,0.76406462127847108
bench_tcmalloc,tcmalloc,bench_tcmalloc,TCMalloc,vec_deque::bench_grow_1025,true,3,3,1081.1800000000001,1067.01,1.3299999999999272,1065.6800000000001,1081.1800000000001,0.89511258011476125,0.76406462127847108,0.76406462127847108
bench_snmalloc,snmalloc,bench_snmalloc,snmalloc,vec_deque::bench_grow_1025,true,1,1,1154.1700000000001,1102.3,1.5999999999999091,1100.7,1154.1700000000001,0.92471729136606151,0.79324362672494542,0.79324362672494542
bench_snmalloc,snmalloc,bench_snmalloc,snmalloc,vec_deque::bench_grow_1025,true,2,2,1100.7,1102.3,1.5999999999999091,1100.7,1154.1700000000001,0.92471729136606151,0.79324362672494542,0.79324362672494542
bench_snmalloc,snmalloc,bench_snmalloc,snmalloc,vec_deque::bench_grow_1025,true,3,3,1102.3,1102.3,1.5999999999999091,1100.7,1154.1700000000001,0.92471729136606151,0.79324362672494542,0.79324362672494542
bench_scudo,scudo,bench_scudo,Scudo,vec_deque::bench_grow_1025,true,1,1,1343,1352.54,9.5399999999999636,1343,1367.8599999999999,1.1346431327807791,0.89677931758908924,0.89677931758908924
bench_scudo,scudo,bench_scudo,Scudo,vec_deque::bench_grow_1025,true,2,2,1352.54,1352.54,9.5399999999999636,1343,1367.8599999999999,1.1346431327807791,0.89677931758908924,0.89677931758908924
bench_scudo,scudo,bench_scudo,Scudo,vec_deque::bench_grow_1025,true,3,3,1367.8599999999999,1352.54,9.5399999999999636,1343,1367.8599999999999,1.1346431327807791,0.89677931758908924,0.89677931758908924
